id,source,comment,sentiment
1274,YouTube,"This is a paid advertisement for Emirates. All it takes is looking like a model and conforming to any sexist practice they please, along with a horrible salary. Now move on to a better video.",
1275,YouTube,"The white washing...where are the black female crew? Ooh I forgot those are for economy. Crappy airline anyways, boycotted it 20 years ago!",
1276,YouTube,My oldest sister works in Emirates airlines I’m so happy for her,
1277,YouTube,"When I turn 21 this is my job here’s my form I speak French,English,Spanish, and Malay I am learning German I am already 5 foot with a long armspand I never get jet lagged I love travailing EMIRATES NEEDS TO HIRE ME",
1278,YouTube,"32,000 USD per year for citizens of third world and middle income countries is too much money. Airlines provide free accomodations to crew when on duty. Have you seen Western European and North American flight crews in a majority, you will never. Airlines body shop by hiring from third world countries to keep costs low.",
1279,YouTube,Doesn’t seem like great pay to be honest and how is your housing situation when you land in another country???,
1280,YouTube,Yeah high heels 👠 don't work the whole time u get banged,
1281,YouTube,"Girls have lot job,",
1282,YouTube,"32k a year isn’t bad when you get housing paid for aka rent etc,.. and food everything . You just need the paycheck for maybe a car payment and downtime.",
1283,YouTube,Her: the best part of my job is traveling. Definitely. Me: the only part of your job is traveling. Definitely.,
1284,YouTube,Ehh that’s pretty shit pay,
1285,YouTube,I want to work here,
1286,YouTube,"I’ve been on 16 hours and I could not handle, can’t imagine working it",
1287,YouTube,"I could clearly start working for emirates if it wasn't about age or degree, I'm a 12 year old that is 5'3 LAST TIME I CHECKED (I'm probably taller than 5'6 now",
1288,YouTube,"People are complaining about the 32k they get a year,but they didn’t pay attention to the part where it said they only fly around 9 flights a month",
1289,YouTube,"I meet the requirements, know three languages, am pretty time efficient, and am 20. Going to apply, wish me luck! ^^",
1290,YouTube,"My Aunty works for Emirates and I can tell you now, there’s more to this company that’s not so pretty.",
1291,YouTube,I wanna work there-,
1292,YouTube,"I'm sure with their housing free utilities would be included. That's pretty standard in the richer middle eastern countries. So they'd only have to cover the food when they were at their residence as well as personal things like clothes, etc. They wouldn't be paying taxes on anything either. That's take home pay. So they could potentially be saving up quite a bit of money over a 4 year period if they were single. They could work from 18 to like 22 and have $60,000 sitting in the bank if they were careful.",
1293,YouTube,I know loads of languages! This job is for me! I know English American Canadian Australian Irish,
1294,YouTube,"Both my parents are Emirates Flight Attendants it actually defers on the rank if you are a flight attendant. My dad is the Cabin Supervisor) [CSV] and he supervises the flight attendants and works at Economy and First Class or Business Class. The rank named Grade 1 [G1] works at the Business Class. The rank called Grade 2 [G2] works at the Economy Class. The Grade 1 is a higher rank than Grade 2 for some reason. And the FG1 rank, works at the First Class Section. While the highest rank of all flight attendants which is a purser, supervises the cabin crew too, and works at first class. Here is the list of the ranks in order: Highest: Purser (supervises everyone, works at First Class section). 2nd: Cabin Supervisor ( Serves both Economy and business and supervises the crew). 3rd : FG1 (serves First Class) 4th: Grade 1 (serves Business Class) 5th: Grade 2 (serves Economy Class)",
1295,YouTube,everyone here thinking that 32k a year is not a lot of money you're not looking at this the right way. housing is a big deal I live in Vancouver where even renting a 1 bedroom is like $1500/mth at least( that's like 25k pre tax). Then you gotta consider 30 days vacation..that's huge...Ive worked corporate jobs and after years n years finally got 3 weeks. Lastly in that part of the world the cost of living is less. I think it's a reasonable way to make a living. It's not the dollar amount but your lifestyle,
1296,YouTube,"32k a year for putting up with people for 16 hours straight? Only if I think the perks are really worth it, otherwise, I rather double or triple my salary and pay for my plane tickets.",
1297,YouTube,The money sux does emerates pay higher than average,
1298,YouTube,This would be a great just graduated college job while you look for your dream job,
1299,YouTube,They pay so much intention to the flight attendent not the pilot,
1300,YouTube,This is lvl 99 of modern slavery (modern slavery aka a job),
1301,YouTube,I'm a qualified cabin crew from south Africa. My dream is to join Emirates one day🤗,
1302,YouTube,you can get a job without a degree,
1303,YouTube,She is so positive. Sadly some of the flight attendants with Emirates are grumpy asf. Bad service these days. And terrible food. The prices are too high. And they deliberately go late to a transit destination coz they want to fill the empty planes. Last time I went they didn't even bother to give me water that I asked three times.,
1304,YouTube,There are thousands of flight attendants in the US making way less than that and dont have free rent. Loads of FAs fly for regionals where the starting pay is 18K per year and are expected to be based in NYC and dont get any free rent.,
1305,YouTube,No army personal allowed to marry air hostage. But its not generally prestigious job. Lots of bad stories about them.,
1306,YouTube,This is just a job ad for emirates,
1307,YouTube,"one free flight a year? i used to work in the check in for avianca in brazil and i got 5 free flights a year. up to 3 international with any company of the one star alliance, and i wasnt even a flight crew, i was a floor crew and one of the most basic kind",
1308,YouTube,"I'd Rather Stick 2 Domestic Routes! Can't Work DAT Hard, Allahu Akbar☝☝☝",
